118	US	2836	23464	544
999	US	119129	72001	693
677	FI	2394	27893	560
496	US	119993	44691	510
98	US	116153	16686	574
324	US	223		
61	MX	672	8837	501
1172	US	2254	80634	751
337	US	223		
387	US	7653	60016	602
815	US	7167	10118	501
464	US	5453	83401	758
311	US	5001	54449	705
584	US	116581	23139	556
752	TR	223		
371	US	7126	23434	544
34	MX	3843	6340	533
330	US	1130	21044	512
835	US	33011	78244	641
779	US	3628	22902	584
154	US	118507	8007	504
30	US	9811	30101	524
971	US	16106	29506	570
442	US	271335	81403	773
550	US	795	47715	649
519	US	2170	92673	803
572	US	5682	48236	505
276	RO	2688	94539	807
911	US	3540	63123	609
239	US	223		
470	US	7838	95991	862
226	US	12131	10473	501
22	US	692	10021	501
667	US	245908	85641	789
370	CA	23352	32259	561
766	MX	137348	18067	504
859	US	120491	27501	560
949	CA	134306	47460	527
347	US	121746	10530	501
141	AT	116158	7029	501
873	US	10681	64063	616
678	US	5304	23234	556
147	ES	7653	60016	602
66	US	52443	55379	613
335	US	160535	72635	619
146	SK	3201	22042	511
780	US	245840	5855	523
692	US	11679		
192	US	2827	15601	508
191	US	1252	19107	504
924	US	29693	32738	534
484	US	19067	32779	534
973	US	6545	21502	511
652	US	15841	84041	770
738	BE	8383	55901	611
669	AT	3674	22901	584
762	US	30403	32208	561
783	US	223		
662	US	245880	37110	659
645	US	40763	95021	807
198	BR	4751		
308	US	118413	11377	501
143	BE	223		
871	US	223		
735	LU	137004	13407	526
166	CA	223		
966	US	6983	38017	640
967	US	10413	77087	618
956	US	6349	28110	517
477	US	3559	90014	803
421	US	223		
651	US	2144	97701	821
774	US	115677	39350	711
404	LU	118480	19934	504
301	US	4751		
509	US	7167	10118	501
757	US	54973	7083	501
80	SK	5072	48310	505
993	US	120759	78009	641
565	US	4433	20705	511
631	US	1927	95128	807
219	US	5968	17701	577
879	US	9427	28117	517
617	US	223		
260	US	632	10016	501
229	US	5998	20723	511
552	US	28682	2135	506
963	US	1843	46825	509
190	US	21947	81504	773
670	NL	117536	19006	504
654	US	15383	22032	511
394	US	4920	23831	556
538	NL	12058	1832	506
458	US	10180	15701	508
755	US	629	78664	635
559	US	121026	27932	544
589	US	116676	13736	502
1000	US	9269		
253	US	2704	22304	511
254	US	7716	11355	501
782	US	223		
658	MX	115143	7747	501
512	US	1459	77002	618
211	US	7862	48124	505
938	US	3540	63123	609
18	US	223		
329	US	4517	36830	522
990	US	19020	34120	571
366	US	223		
569	US	7852	8205	504
771	US	726	13214	555
526	US	115148	54467	705
711	US	11159	12180	532
694	US	223		
138	US	13385	2476	506
665	US	5482	19130	504
561	US	23565	33101	528
243	US	134077	3452	506
980	US	5350	39401	710
960	US	4751		
267	US	4072	60025	602
265	US	6834	85283	753
749	US	119222	65656	619
881	US	4751		
954	US	10788	78572	636
363	US	10953	10467	501
884	US	6840	75032	623
950	US	1139	45342	542
114	MX	3027	43220	535
933	US	117505	17857	577
877	US	123323	78676	635
705	US	2351	20878	511
525	US	1139	45342	542
35	US	3559	90014	803
910	US	10777	71270	628
466	US	223		
635	US	120116	60073	602
342	US	664	20904	511
983	US	6074	55435	613
680	US	7385	23228	556
768	BR	6049	81401	773
242	US	4751		
579	MX	2688	94539	807
863	US	29499	77088	618
981	US	12230	10452	501
612	US	4124	49660	540
373	US	56390	74063	671
304	MX	137718	12197	526
281	FI	223		
1	US	223		
758	US	31402	78259	641
502	US	7086	20874	511
649	US	127264	28086	517
518	US	223		
580	US	790	90017	803
10	US	2703	94043	807
917	US	115078	1754	506
237	US	1168	37214	659
16	US	1596	75080	623
225	MX	1499	77386	618
245	US	223		
968	US	137809	47545	529
28	US	117321	49031	588
842	US	782	31088	503
542	SK	223		
152	US	223		
346	US	3848	6708	533
593	US	26383	52403	637
101	US	223		
234	US	11357	31204	503
763	US	680	11550	501
207	US	3678	65203	604
685	US	5799	33428	548
420	US	2764	38118	640
284	US	123159	13820	526
548	US	54912	27253	518
109	US	1998	92780	803
196	MX	223		
592	US	55207	55318	613
27	US	9498	76010	623
517	US	223		
510	US	116471	60441	602
770	US	223		
622	US	223		
499	US	223		
962	US	223		
541	CZ	223		
87	MX	223		
792	US	37291	80247	751
697	US	1678	85003	753
227	BR	46723	11003	501
599	US	6018	23233	556
60	US	2280	20850	511
539	BE	4972	75081	623
984	US	3062	33432	548
970	US	5876	33702	539
605	US	223		
632	US	2221		
264	US	135213	28586	545
57	US	1232	85204	753
217	US	2703	94043	807
465	US	4730	18201	577
97	US	223		
904	US	4751		
23	US	7445	75270	623
307	US	2703	94043	807
59	CA	118401	11426	501
688	US	38564	32162	534
378	US	223		
127	US	780	60602	602
614	US	7968	60647	602
423	US	2392	28301	560
71	US	2471	27360	518
725	US	4890	80601	751
741	SK	1621	32801	534
672	RO	223		
99	US	10192	60651	602
985	US	119056	32920	534
367	US	3314	21014	512
958	US	16182	23456	544
412	US	115132	7003	501
868	CA	181606	38838	673
594	US	223		
801	US	138049	18848	577
144	RO	245832	22102	511
169	US	1052	64106	616
785	US	4423	20814	511
961	US	223		
642	US	10940	29169	546
732	US	128179	41169	564
230	US	121872	7070	501
407	BE	11679		
336	CA	8184	77063	618
486	US	223		
446	TR	1924	14626	538
132	US	38564	32162	534
898	US	2451	28801	567
178	US	790	90017	803
869	US	20173	53548	669
535	US	11410	20783	511
948	US	3182	77573	618
556	US	7069	45201	515
607	US	2222	7105	501
216	US	218703	25404	511
135	US	115216	11368	501
953	BR	6936	21921	512
20	US	869	20109	511
995	US	3035	43229	535
3	CA	37231	30157	524
925	US	223		
558	US	120103	8094	504
236	US	4652	29201	546
856	US	4751		
513	US	6215	60628	602
201	US	223		
384	US	1710	85013	753
173	US	129549	44629	510
604	US	118805	46725	509
476	US	223		
959	US	117459	11772	501
249	US	11072	73160	650
637	US	10820	44111	510
206	US	1570	99501	743
377	US	115681	78634	635
516	US	1724	10003	501
603	US	5842	20011	511
432	US	1576	32803	534
339	US	9465	73125	650
42	US	134014	31005	503
715	US	1252	19107	504
536	LU	223		
640	US	122161	44278	510
11	CA	986	30083	524
480	US	3416	37129	659
282	US	136632	22989	556
161	US	3061	40229	529
629	US	13220	10456	501
353	US	115062	10954	501
630	US	34139	91977	825
908	US	223		
15	BR	1459	77002	618
110	US	223		
203	US	223		
636	US	28674	2061	506
812	US	1017	80112	751
713	US	122415	14470	514
994	US	4751		
331	US	41050	38654	640
600	US	223		
488	US	116707	15642	508
560	US	122444	26105	597
344	US	8730	54901	658
595	US	31367	19341	504
348	US	1400	77479	618
767	US	2254	80634	751
417	US	223		
547	US	4751		
748	US	7167	10118	501
699	US	173671	67138	678
50	US	9767	46323	602
845	US	4751		
811	US	121454	18944	504
864	US	38741	32547	686
365	US	128244	49745	540
927	US	8533	30033	524
487	US	116199	7666	501
439	US	4751		
498	US	223		
608	US	115950	40342	541
714	US	19015	33904	571
919	US	6797	17102	566
689	US	4751		
831	US	4208	78130	641
867	US	223		
814	US	5799	33428	548
760	US	7065	45215	515
453	US	28036	51054	624
372	MX	120440	44641	510
889	US	129141	44070	510
508	US	132226	72937	670
726	US	134529	82801	764
300	US	12597	78682	635
128	US	6257	92410	803
471	CA	1360	93309	800
957	US	2084	61614	675
299	US	4067	6902	501
459	US	13838	73703	650
650	US	223		
271	US	122828	11778	501
179	US	131495	35051	630
562	US	10786	77373	618
369	US	648656	75084	623
364	US	119542	31326	507
357	US	119927	38221	659
208	US	1621	32801	534
462	US	10658	10459	501
85	CA	821	60440	602
830	US	8948	75104	623
443	US	7445	75270	623
350	US	2221		
36	BR	15276	86314	753
409	CZ	5121	44114	510
800	US	132207	15112	508
802	US	4580	27502	560
613	US	1845	77494	618
460	US	132486	68045	652
280	US	123634	4071	500
354	US	223		
857	US	223		
385	US	1287	37067	659
914	US	2841	40509	541
520	US	2703	94043	807
17	US	223		
463	US	672	8837	501
633	US	6811	85028	753
974	US	16844	60636	602
696	US	2399	37211	659
524	US	9266	34683	539
850	MX	4563	46220	527
45	US	7167	10118	501
773	US	117370	38868	673
286	US	245844	32955	534
858	US	223		
643	US	223		
644	US	4442	95133	807
266	US	117130	47362	527
133	US	2703	94043	807
808	US	29755	28739	567
422	US	681	10011	501
468	US	122161	44278	510
791	US	2703	94043	807
772	US	1970	60014	602
568	US	116460	28714	567
634	US	2703	94043	807
182	US	3204	92501	803
598	US	120996	50501	679
204	US	2806	35601	691
606	US	3259	46143	527
745	US	12937	14618	538
615	US	13647	31788	525
90	US	2525	11791	501
58	US	119853	4043	500
721	US	869	20109	511
241	US	780	60602	602
776	US	4442	95133	807
312	US	4751		
905	RU	223		
991	US	6146	44240	510
48	US	115178	47331	527
724	US	115432	44203	510
429	US	121392	18428	577
817	US	223		
975	US	9269		
9	US	6643	43209	535
893	US	131471	8221	504
507	US	780	60602	602
819	US	116255	19468	504
587	US	8635	31522	561
74	LU	1388	70816	716
894	US	153946	58318	687
400	US	122944	14075	514
860	US	1275	92660	803
929	US	5286	33136	528
469	US	223		
522	US	120319	62806	649
583	US	5548	33064	528
761	US	9558	92804	803
921	US	869	20109	511
909	US	5271	33145	528
855	US	6138	33446	548
73	US	4751		
406	NL	223		
682	US	780	60602	602
916	CA	38303	94587	807
75	AT	4751		
998	US	117656	67530	678
865	US	120550	73562	627
619	US	7167	10118	501
121	US	1459	77002	618
511	US	121671	28658	517
33	US	47165	35094	630
194	CA	223		
341	US	4235	2895	521
907	TR	223		
754	US	1541	80021	751
131	US	939	65802	619
679	US	122614	39272	718
596	US	134159	8028	504
246	MX	223		
803	US	121435	44212	510
576	US	5192	33138	528
63	BR	11172	32220	561
533	US	223		
777	US	8520	60453	602
843	US	4983	7504	501
581	BR	120248	31069	503
272	LU	1842	68102	652
44	US	271275	77407	618
358	US	8916	14830	565
411	ES	119349	19008	504
826	US	3083	22150	511
220	US	869	20109	511
816	RU	8737	23513	544
452	US	1252	19107	504
597	US	117711	6478	533
657	US	118145	45601	535
4	US	10904	95835	862
472	US	986	30083	524
375	US	223		
616	CA	271431	85122	753
187	US	12693	8105	504
107	US	7167	10118	501
739	RO	8826	36207	630
796	US	119510	11743	501
149	FI	39710	8822	501
546	US	17149	38139	640
786	US	6028	23294	556
638	US	223		
449	US	3338	21122	512
381	US	632	10016	501
722	US	3597	32204	561
872	BR	14276	2906	521
534	US	120843	19939	576
1148	US	11679		
729	US	11136	30906	520
922	US	135673	18446	577
153	US	223		
65	US	120155	21009	512
221	US	4002	7103	501
95	US	124245	60406	602
268	US	8098	32836	534
235	US	223		
136	US	120024	32233	561
106	US	223		
12	US	9621	34293	539
454	US	115300	15146	508
625	US	122201	25414	511
130	US	10627	33990	571
189	US	5416	20016	511
683	US	4751		
492	US	790	90017	803
887	US	223		
88	US	4442	95133	807
897	US	20912	85901	753
989	US	1844	1821	506
1134	US	223		
734	US	159315	79070	634
928	US	18760	70448	622
399	US	223		
325	US	5350	39401	710
316	US	223		
461	US	223		
251	US	23565	33101	528
575	US	8758	89523	811
248	BR	6983	38017	640
395	US	122569	12571	501
361	US	16637	40242	529
733	US	986	30083	524
413	FI	4751		
781	US	36666	49855	553
270	US	17164	37130	659
862	US	129077	2885	521
655	US	223		
338	MX	121342	84332	770
427	US	11679		
122	US	11679		
896	US	7275	37601	531
902	US	738	2472	506
551	US	1193	58501	687
475	BR	7167	10118	501
934	US	223		
1573	US	9603	77375	618
676	US	6303	60619	602
175	US	4460	91761	803
434	US	9754	11237	501
356	US	9427	28117	517
151	US	135549	17938	577
976	US	2703	94043	807
661	US	1384	2155	506
582	US	223		
240	US	173686	97498	820
55	US	16667	99223	881
205	US	8689	80220	751
96	US	126551	8270	504
876	US	4524	23321	544
124	US	223		
174	US	223		
259	US	218618	89169	839
390	US	122566	12701	501
505	US	200387	15832	574
296	US	223		
176	US	3048	22079	511
383	US	780	60602	602
49	US	223		
440	US	790	90017	803
352	US	120988	98038	819
851	US	2705	94304	807
979	US	4391	77429	618
455	US	115775	8016	504
712	US	1052	64106	616
479	US	223		
416	US	11679		
418	US	4418	92691	803
277	CZ	13573	84058	770
986	US	12217	23703	544
167	US	3758	48114	505
232	US	223		
701	US	223		
799	US	223		
744	FI	6100	92867	803
7	BR	120899	61443	682
238	US	12853	50613	637
880	US	4522	95134	807
362	US	8699	44221	510
892	US	223		
255	US	4751		
334	US	12333	10468	501
710	US	223		
828	US	3344	53718	669
806	US	9952	78414	600
825	US	1052	64106	616
832	CA	77095		
218	US	15998	69361	759
410	SK	5871	33563	539
626	US	9671	60516	602
51	US	223		
67	US	2703	94043	807
690	US	116531	45661	535
700	MX	1431	10701	501
157	US	12253	21030	512
113	US	2366	27295	518
183	US	20273	70043	622
784	US	6146	44240	510
105	US	223		
94	US	6360		
964	US	872	32225	561
145	CZ	25110	15143	508
912	US	38970	6516	533
388	US	3035	43229	535
501	US	120175	48039	505
184	US	116332	37135	659
708	US	4751		
932	US	223		
115	US	3880	35758	691
171	US	118272	48854	551
601	US	681	10011	501
158	US	180126	7189	501
81	ES	1621	32801	534
611	US	2102	44136	510
379	US	130881	63670	609
223	CA	4530	95355	862
822	US	1708	80204	751
451	US	162944	47848	581
355	US	11074	78738	635
25	US	38820	7631	501
103	US	1159	65109	604
778	US	6360		
882	US	4295	53717	669
351	US	3692	45231	515
793	US	129439	54406	705
703	US	5440	33317	528
392	US	16180	6443	533
750	RU	158322	88346	790
195	US	852	76104	623
515	US	130954	21613	512
874	US	37820	49445	563
170	BR	223		
668	LU	26825	1119	543
1740	CZ	4751		
529	US	223		
523	US	1621	32801	534
609	US	40616	60707	602
252	US	1247	2169	506
380	US	3454	35801	691
829	US	2703	94043	807
426	US	38978	11779	501
1163	US	223		
318	US	156520	37357	659
457	US	121875	19462	504
497	US	164458	42565	541
804	US	223		
199	US	181528	52591	637
349	US	4442	95133	807
102	US	4904	61704	675
687	US	218742	85286	753
557	US	28679	2703	521
788	US	122631	62864	632
702	BR	43185	19958	576
70	US	33062	71909	693
753	US	7073	6828	501
37	US	1797	14221	514
430	US	223		
987	US	783	22182	511
759	US	223		
590	US	8944	20748	511
222	US	11245	60087	602
137	US	6807	17011	566
414	US	34624	35058	630
675	ES	223		
273	AT	122957	4096	500
321	US	22513	1867	506
396	US	122875	7436	501
333	US	18993	27587	560
491	US	6302	46307	602
494	US	7445	75270	623
978	US	10700	37801	557
489	US	652	43081	535
681	US	12747	18501	577
52	US	4356	14094	514
906	US	21026	45150	515
424	US	223		
244	CA	118272	48854	551
663	US	29143	29588	570
795	US	816	4401	537
340	BR	223		
359	US	26821	1108	543
76	NL	1296	95023	828
258	US	2859	97501	813
41	US	3653	10605	501
481	US	123027	6070	533
544	US	245855	39565	746
847	US	6906	37919	557
660	BR	223		
540	RO	5794	33351	528
807	US	9456	55110	613
719	US	20078	30215	524
283	US	35389	7040	501
849	US	223		
648	US	887	20191	511
769	US	6100	92867	803
82	US	223		
888	US	5842	20011	511
56	US	223		
231	US	13400	2860	521
848	CA	8497	34231	539
327	US	9682	80922	752
965	US	1710	85013	753
988	US	40162	25430	511
836	BR	223		
177	US	223		
168	MX	3290	2302	506
40	US	11159	12180	532
506	US	29647	32534	686
895	US	5564	17112	566
901	US	3431	2920	521
69	US	5902	40403	541
545	FI	4358	76014	623
747	US	223		
707	US	4779	15217	508
483	US	763	78723	635
805	US	223		
287	US	3541	46580	588
274	NL	3738	43615	547
156	US	117919	29369	567
885	US	42634	44017	510
930	US	46123	6488	533
26	US	816	4401	537
528	US	121242	46052	527
794	US	121734	12553	501
746	US	8972	20017	511
563	US	17194	32065	561
397	US	986	30083	524
123	US	15111	63129	609
402	US	14730	45232	515
1159	US	3130	7430	501
838	US	223		
952	US	30283	33029	528
698	CA	6629	78209	641
162	US	5987	66202	616
765	US	10789	77080	618
403	US	775	98027	819
674	SK	2613	26505	508
188	US	223		
322	US	4397	78660	635
940	US	4388	72401	734
233	US	115700	94553	807
504	US	680	11550	501
514	US	189264	30050	524
566	US	9653	33319	528
444	RU	3426	30075	524
448	US	223		
716	US	223		
875	US	6133	48067	505
278	SK	5143	94110	807
671	BE	130965	28787	567
977	US	5686	13090	555
686	US	5426	33014	528
47	US	5293	31768	525
555	US	120204	47620	649
250	US	2433	37122	659
646	US	15299	49442	563
620	BR	11474	29208	546
578	US	120116	60073	602
29	US	9732	27614	560
368	US	223		
43	US	2475	28105	517
72	US	115952	37066	659
39	US	223		
247	US	129464	54739	613
490	US	2891	34481	534
117	US	8636	32344	530
360	US	2083	80218	751
574	US	4544	27530	560
537	AT	223		
84	US	122270	7020	501
709	US	3026	43213	535
2	US	7261	20716	511
532	US	123704	18818	502
257	US	30400	79904	765
585	US	223		
38	US	135764	45850	558
328	US	7584	34788	534
1139	CA	8118	93401	855
818	TR	223		
839	RU	3376	3102	506
31	US	7746	29732	517
224	US	2703	94043	807
295	US	4548	27858	545
14	US	118817	44432	536
567	US	223		
1181	US	5421	20007	511
302	CA	12213	1852	506
727	US	8212	44505	536
8	US	15310	2478	506
969	US	25482	32221	561
639	US	116036	18976	504
405	AT	3666	90038	803
485	US	30369	35907	630
861	US	1621	32801	534
343	US	121920	12534	532
834	MX	4751		
787	US	120191	95959	862
946	US	1989	56304	613
293	US	223		
447	US	123787	14086	514
656	CA	121217	65248	604
627	US	5451		
140	LU	4751		
305	US	6163	49022	588
736	AT	2102	44136	510
840	US	4391	77429	618
142	NL	7426	1605	506
292	US	122410	8801	501
628	US	223		
291	US	1387	94550	807
119	US	121568	16148	536
261	US	223		
450	US	9603	77375	618
554	US	11273	46033	527
624	US	18742	48240	505
68	US	223		
441	US	117504	18707	577
530	US	115182	6360	533
415	US	57771	8830	501
621	US	163657	66866	678
228	US	6360		
419	US	2688	94539	807
467	US	2564	8002	504
315	US	158791	37726	557
297	US	2367	29650	567
478	US	122150	54143	658
820	US	223		
100	US	223		
474	US	19791	66223	616
32	CA	5075	48121	505
821	US	223		
77	BE	38980	10803	501
155	US	9754	11237	501
493	US	3458	59715	754
129	US	664	20904	511
659	US	4980	75211	623
841	TR	163861	3836	500
120	US	4745	48207	505
24	US	37311	85375	753
610	US	7126	23434	544
503	US	985	1810	506
92	US	223		
837	US	5907	40503	541
473	MX	124038	71269	628
939	US	120413	74008	671
285	US	3251	23113	556
943	US	118645	6238	533
53	US	4751		
46	US	223		
215	US	271311	81507	773
116	BR	11768	82901	770
263	US	5360	55422	613
495	US	5520	59801	762
823	US	3344	53718	669
926	US	129579	45324	542
374	BR	223		
723	US	223		
386	US	1396		
279	ES	14127	10583	501
941	US	131416	30621	524
165	US	223		
210	US	13206	31061	503
693	US	916	30097	524
915	US	3488	89119	839
89	BR	130913	18433	577
866	US	223		
743	US	126981	17350	566
433	US	2463	29301	567
899	US	4751		
111	US	223		
870	MX	223		
5	MX	138315	29474	519
945	US	2229	11435	501
704	US	9095	33764	539
289	US	3840	6119	533
326	US	4751		
718	US	672	8837	501
197	US	6143	44512	536
214	US	12824	11210	501
751	US	12140	20202	511
398	US	5723	37604	531
83	FI	12110	23602	544
13	MX	116750	13069	555
720	US	2057	6492	533
997	US	10900	32084	561
425	US	3420	34744	534
684	US	134677	54801	613
972	US	121435	44212	510
623	US	747	46204	527
564	US	223		
775	US	730	2215	506
602	US	14020	2117	506
577	CA	783	22182	511
813	US	5075	48121	505
431	US	6250	92507	803
824	US	23290	11204	501
586	US	16256	53147	617
920	BR	11130		
62	US	223		
798	US	672	8837	501
104	US	2044	75038	623
269	US	114999	74055	671
437	US	223		
288	US	122890	12078	532
376	US	1842	68102	652
717	US	3165	7094	501
150	US	13494	83460	758
319	US	223		
1408	RO	23290	11204	501
306	BR	6192	21702	511
852	BR	12637	19119	504
193	US	116042	53089	617
931	US	127037	30620	524
323	US	223		
923	US	13220	10456	501
21	US	9908	97007	820
951	MX	3436	32751	534
125	US	9151	63021	609
320	US	19022	23238	556
728	US	23306	2459	506
890	US	22637	14211	514
996	US	41949	1056	543
126	US	2565	48162	505
294	US	117672	63020	609
883	US	32103	2150	506
664	US	670	8901	501
641	US	7267	76017	623
947	US	1454	55439	613
438	US	118739	22060	511
878	US	223		
937	US	118642	6260	533
900	US	115012	18610	577
164	US	6732	77077	618
809	US	15806	55806	676
290	US	118602	65350	616
212	US	189942	25019	564
332	US	4751		
200	US	120752	1230	532
521	US	223		
756	US	128155	65631	619
673	CZ	9754	11237	501
275	BE	10953	10467	501
456	US	15402	46835	509
833	US	121058	28173	517
310	US	223		
314	US	223		
262	US	223		
790	US	5366	30076	524
213	US	223		
653	US	115225	17033	566
435	US	1459	77002	618
543	ES	782	31088	503
345	US	123258	67855	678
918	MX	135894	73098	657
731	US	223		
982	US	2785	68130	652
553	US	3344	53718	669
742	ES	126683	38570	659
570	US	223		
309	US	121539	86322	753
108	US	4751		
186	US	223		
54	US	1953	97204	820
112	CA	223		
797	US	12241	20882	511
935	US	13436	55408	613
93	US	115053	48170	505
730	US	121730	14534	538
944	US	223		
618	MX	119383	98047	819
955	US	123892	20105	511
737	NL	116925	49348	563
549	US	3591	32202	561
844	US	5032	53705	669
6	US	7167	10118	501
185	US	869	20109	511
903	US	223		
256	US	731	4240	500
436	US	3201	22042	511
482	US	223		
810	US	20173	53548	669
298	US	136933	86327	753
19	US	223		
764	CA	121841	19083	504
86	GB	223		
391	US	223		
789	US	4828	1608	506
401	US	223		
647	US	29499	77088	618
827	US	4399	28304	560
202	US	14120	11729	501
886	US	223		
531	US	46355	53916	617
209	US	1236	36608	686
389	US	47984	6786	533
695	US	27318	49696	540
317	US	6732	77077	618
160	US	2488	28262	517
78	RO	223		
571	US	7862	48124	505
303	US	1576	32803	534
313	US	874	60433	602
393	US	120953	60140	602
79	CZ	122233	33823	539
180	US	5884	34205	539
846	US	223		
382	US	7455		
588	US	115132	7003	501
428	US	138315	29474	519
691	US	2703	94043	807
527	US	118402	11010	501
992	US	17194	32065	561
64	US	1604	44124	510
854	US	3714	38127	640
591	US	1361	48331	505
853	US	223		
706	US	117207	49456	563
942	US	8833	14650	538
936	US	8972	20017	511
913	US	130677	54476	705
445	US	30378	29118	546
500	US	9682	80922	752
666	US	3696	20002	511
891	US	3579	32303	530
91	US	1855	14150	514